Mod:Item:MetaData, Localized Name
gregtech:gt.meta.plateTriple:8601, oredict.plateTripleSterlingSilver.name
gregtech:gt.meta.plateTriple:8602, oredict.plateTripleRoseGold.name
gregtech:gt.meta.plateTriple:8603, oredict.plateTripleAngmallen.name
gregtech:gt.meta.plateTriple:8604, oredict.plateTripleGoldInductive.name
gregtech:gt.meta.plateTriple:8605, oredict.plateTripleCdInAgAlloy.name
gregtech:gt.meta.plateTriple:8606, oredict.plateTripleGildedIron.name
gregtech:gt.meta.plateTriple:8610, oredict.plateTripleBronze.name
gregtech:gt.meta.plateTriple:8611, oredict.plateTripleBlackBronze.name
gregtech:gt.meta.plateTriple:8612, oredict.plateTripleBismuthBronze.name
gregtech:gt.meta.plateTriple:8613, oredict.plateTripleHepatizon.name
gregtech:gt.meta.plateTriple:8620, oredict.plateTripleBrass.name
gregtech:gt.meta.plateTriple:8621, oredict.plateTripleCobaltBrass.name
gregtech:gt.meta.plateTriple:8622, oredict.plateTripleAluminiumAlloy.name
gregtech:gt.meta.plateTriple:8630, oredict.plateTripleSteel.name
gregtech:gt.meta.plateTriple:8631, oredict.plateTripleBlackSteel.name
gregtech:gt.meta.plateTriple:8632, oredict.plateTripleBlueSteel.name
gregtech:gt.meta.plateTriple:8633, oredict.plateTripleRedSteel.name
gregtech:gt.meta.plateTriple:8634, oredict.plateTripleDamascusSteel.name
gregtech:gt.meta.plateTriple:8635, oredict.plateTripleTungstensteel.name
gregtech:gt.meta.plateTriple:8636, oredict.plateTripleStainlessSteel.name
gregtech:gt.meta.plateTriple:8637, oredict.plateTripleHSLASteel.name
gregtech:gt.meta.plateTriple:8638, oredict.plateTripleTungstenCarbide.name
gregtech:gt.meta.plateTriple:8639, oredict.plateTripleHSLASpringSteel.name
gregtech:gt.meta.plateTriple:8640, oredict.plateTripleAnnealedCopper.name
gregtech:gt.meta.plateTriple:8642, oredict.plateTriplePigIron.name
gregtech:gt.meta.plateTriple:8643, oredict.plateTripleWroughtIron.name
gregtech:gt.meta.plateTriple:8644, oredict.plateTripleIronCompressed.name
gregtech:gt.meta.plateTriple:8645, oredict.plateTripleIronMagnetic.name
gregtech:gt.meta.plateTriple:8646, oredict.plateTripleSteelMagnetic.name
gregtech:gt.meta.plateTriple:8647, oredict.plateTripleNeodymiumMagnetic.name
gregtech:gt.meta.plateTriple:8648, oredict.plateTripleDarkIron.name
gregtech:gt.meta.plateTriple:8649, oredict.plateTripleMeteoricIron.name
gregtech:gt.meta.plateTriple:8650, oredict.plateTripleMeteoricSteel.name
gregtech:gt.meta.plateTriple:8651, oredict.plateTripleSteelGalvanized.name
gregtech:gt.meta.plateTriple:8652, oredict.plateTripleTungstenSintered.name
gregtech:gt.meta.plateTriple:8653, oredict.plateTripleVanadiumSteel.name
gregtech:gt.meta.plateTriple:8654, oredict.plateTripleTitaniumGold.name
gregtech:gt.meta.plateTriple:8660, oredict.plateTripleRedAlloy.name
gregtech:gt.meta.plateTriple:8661, oredict.plateTripleInvar.name
gregtech:gt.meta.plateTriple:8662, oredict.plateTripleConstantan.name
gregtech:gt.meta.plateTriple:8663, oredict.plateTripleNichrome.name
gregtech:gt.meta.plateTriple:8664, oredict.plateTripleKanthal.name
gregtech:gt.meta.plateTriple:8665, oredict.plateTripleMagnalium.name
gregtech:gt.meta.plateTriple:8666, oredict.plateTripleUltimet.name
gregtech:gt.meta.plateTriple:8667, oredict.plateTripleTinAlloy.name
gregtech:gt.meta.plateTriple:8668, oredict.plateTripleBatteryAlloy.name
gregtech:gt.meta.plateTriple:8669, oredict.plateTripleSolderingAlloy.name
gregtech:gt.meta.plateTriple:8672, oredict.plateTripleIronWood.name
gregtech:gt.meta.plateTriple:8673, oredict.plateTripleSteeleaf.name
gregtech:gt.meta.plateTriple:8676, oredict.plateTripleAstralSilver.name
gregtech:gt.meta.plateTriple:8677, oredict.plateTripleMidasium.name
gregtech:gt.meta.plateTriple:8678, oredict.plateTripleMithril.name
gregtech:gt.meta.plateTriple:8679, oredict.plateTripleThaumium.name
gregtech:gt.meta.plateTriple:8681, oredict.plateTripleVoidMetal.name
gregtech:gt.meta.plateTriple:8682, oredict.plateTripleOsmiridium.name
gregtech:gt.meta.plateTriple:8683, oredict.plateTripleSunnarium.name
gregtech:gt.meta.plateTriple:8684, oredict.plateTripleTrinaquadalloy.name
gregtech:gt.meta.plateTriple:8685, oredict.plateTripleChromiumDioxide.name
gregtech:gt.meta.plateTriple:8686, oredict.plateTripleVanadiumGallium.name
gregtech:gt.meta.plateTriple:8687, oredict.plateTripleYttriumBariumCuprate.name
gregtech:gt.meta.plateTriple:8688, oredict.plateTripleNiobiumNitride.name
gregtech:gt.meta.plateTriple:8689, oredict.plateTripleNiobiumTitanium.name
gregtech:gt.meta.plateTriple:8700, oredict.plateTripleAluminiumBrass.name
gregtech:gt.meta.plateTriple:8701, oredict.plateTripleAredrite.name
gregtech:gt.meta.plateTriple:8702, oredict.plateTripleAlumite.name
gregtech:gt.meta.plateTriple:8703, oredict.plateTripleManyullyn.name
gregtech:gt.meta.plateTriple:8704, oredict.plateTripleVibraniumSteel.name
gregtech:gt.meta.plateTriple:8705, oredict.plateTripleVibraniumSilver.name
gregtech:gt.meta.plateTriple:8706, oredict.plateTripleVibramantium.name
gregtech:gt.meta.plateTriple:8707, oredict.plateTripleArdite.name
gregtech:gt.meta.plateTriple:8708, oredict.plateTripleSignalum.name
gregtech:gt.meta.plateTriple:8709, oredict.plateTripleLumium.name
gregtech:gt.meta.plateTriple:8710, oredict.plateTripleEnderium.name
gregtech:gt.meta.plateTriple:8711, oredict.plateTripleElectrumFlux.name
gregtech:gt.meta.plateTriple:8713, oredict.plateTripleGlowstoneRefined.name
gregtech:gt.meta.plateTriple:8714, oredict.plateTripleObsidianRefined.name
gregtech:gt.meta.plateTriple:8718, oredict.plateTripleBedrockHSLAAlloy.name
gregtech:gt.meta.plateTriple:8719, oredict.plateTripleOsmium.name
gregtech:gt.meta.plateTriple:8725, oredict.plateTriplePulsatingIron.name
gregtech:gt.meta.plateTriple:8726, oredict.plateTripleVibrantAlloy.name
gregtech:gt.meta.plateTriple:8727, oredict.plateTripleConductiveIron.name
gregtech:gt.meta.plateTriple:8728, oredict.plateTripleEnergeticAlloy.name
gregtech:gt.meta.plateTriple:8729, oredict.plateTripleEnderiumBase.name
gregtech:gt.meta.plateTriple:8730, oredict.plateTripleElectricalSteel.name
gregtech:gt.meta.plateTriple:8731, oredict.plateTripleObsidianSteel.name
gregtech:gt.meta.plateTriple:8732, oredict.plateTripleSoularium.name
gregtech:gt.meta.plateTriple:8733, oredict.plateTripleRedstoneAlloy.name
gregtech:gt.meta.plateTriple:8734, oredict.plateTripleSpectreIron.name
gregtech:gt.meta.plateTriple:8736, oredict.plateTripleEndium.name
gregtech:gt.meta.plateTriple:8744, oredict.plateTripleAncientDebris.name
gregtech:gt.meta.plateTriple:8745, oredict.plateTripleNetherite.name
gregtech:gt.meta.plateTriple:8746, oredict.plateTripleNetherizedDiamond.name
gregtech:gt.meta.plateTriple:8747, oredict.plateTripleEfrine.name
gregtech:gt.meta.plateTriple:8751, oredict.plateTripleDuranium.name
gregtech:gt.meta.plateTriple:8752, oredict.plateTripleTritanium.name
gregtech:gt.meta.plateTriple:8756, oredict.plateTripleDuralumin.name
gregtech:gt.meta.plateTriple:8766, oredict.plateTripleHSLATungstenAlloy.name
gregtech:gt.meta.plateTriple:8782, oredict.plateTripleTartarite.name
gregtech:gt.meta.plateTriple:8784, oredict.plateTripleAdamantine.name
gregtech:gt.meta.plateTriple:8790, oredict.plateTripleTrinitanium.name
gregtech:gt.meta.plateTriple:8791, oredict.plateTripleDraconium.name
gregtech:gt.meta.plateTriple:8792, oredict.plateTripleDraconiumAwakened.name
gregtech:gt.meta.plateTriple:8793, oredict.plateTripleTitaniumIridium.name
gregtech:gt.meta.plateTriple:8794, oredict.plateTripleTitaniumAluminide.name
gregtech:gt.meta.plateTriple:8795, oredict.plateTripleBedrockium.name
gregtech:gt.meta.plateTriple:8796, oredict.plateTripleHSSG.name
gregtech:gt.meta.plateTriple:8797, oredict.plateTripleHSSE.name
gregtech:gt.meta.plateTriple:8798, oredict.plateTripleHSSS.name
gregtech:gt.meta.plateTriple:8799, oredict.plateTripleCrystalMatrix.name
gregtech:gt.meta.plateTriple:8800, oredict.plateTripleCosmicNeutronium.name
gregtech:gt.meta.plateTriple:8801, oredict.plateTripleInfinity.name
gregtech:gt.meta.plateTriple:8802, oredict.plateTripleTantalumHafniumCarbide.name
gregtech:gt.meta.plateTriple:15000, oredict.plateTripleTitaniumNiobiumCarbide.name
gregtech:gt.meta.plateTriple:15400, oredict.plateTriplePolytetrafluoroethylene.name
gregtech:gt.meta.plateTriple:15401, oredict.plateTriplePolyethylene.name
gregtech:gt.meta.plateTriple:15402, oredict.plateTriplePolyvinylchloride.name
gregtech:gt.meta.plateTriple:15403, oredict.plateTripleEpoxid.name
gregtech:gt.meta.plateQuadruple:30, oredict.plateQuadrupleLithium.name
gregtech:gt.meta.plateQuadruple:31, oredict.plateQuadrupleLithium6.name
gregtech:gt.meta.plateQuadruple:40, oredict.plateQuadrupleBeryllium.name
gregtech:gt.meta.plateQuadruple:41, oredict.plateQuadrupleBeryllium7.name
gregtech:gt.meta.plateQuadruple:42, oredict.plateQuadrupleBeryllium8.name
gregtech:gt.meta.plateQuadruple:50, oredict.plateQuadrupleBoron.name
gregtech:gt.meta.plateQuadruple:51, oredict.plateQuadrupleBoron11.name
gregtech:gt.meta.plateQuadruple:110, oredict.plateQuadrupleSodium.name
gregtech:gt.meta.plateQuadruple:120, oredict.plateQuadrupleMagnesium.name
gregtech:gt.meta.plateQuadruple:130, oredict.plateQuadrupleAluminium.name
gregtech:gt.meta.plateQuadruple:140, oredict.plateQuadrupleSilicon.name
gregtech:gt.meta.plateQuadruple:190, oredict.plateQuadruplePotassium.name
gregtech:gt.meta.plateQuadruple:200, oredict.plateQuadrupleCalcium.name
gregtech:gt.meta.plateQuadruple:220, oredict.plateQuadrupleTitanium.name
gregtech:gt.meta.plateQuadruple:230, oredict.plateQuadrupleVanadium.name
gregtech:gt.meta.plateQuadruple:240, oredict.plateQuadrupleChromium.name
gregtech:gt.meta.plateQuadruple:250, oredict.plateQuadrupleManganese.name
gregtech:gt.meta.plateQuadruple:260, oredict.plateQuadrupleIron.name
gregtech:gt.meta.plateQuadruple:270, oredict.plateQuadrupleCobalt.name
gregtech:gt.meta.plateQuadruple:278, oredict.plateQuadrupleCobalt60.name
gregtech:gt.meta.plateQuadruple:280, oredict.plateQuadrupleNickel.name
gregtech:gt.meta.plateQuadruple:290, oredict.plateQuadrupleCopper.name
gregtech:gt.meta.plateQuadruple:300, oredict.plateQuadrupleZinc.name
gregtech:gt.meta.plateQuadruple:310, oredict.plateQuadrupleGallium.name
gregtech:gt.meta.plateQuadruple:320, oredict.plateQuadrupleGermanium.name
gregtech:gt.meta.plateQuadruple:330, oredict.plateQuadrupleArsenic.name
gregtech:gt.meta.plateQuadruple:370, oredict.plateQuadrupleRubidium.name
gregtech:gt.meta.plateQuadruple:380, oredict.plateQuadrupleStrontium.name
gregtech:gt.meta.plateQuadruple:390, oredict.plateQuadrupleYttrium.name
gregtech:gt.meta.plateQuadruple:400, oredict.plateQuadrupleZirconium.name
gregtech:gt.meta.plateQuadruple:410, oredict.plateQuadrupleNiobium.name
gregtech:gt.meta.plateQuadruple:420, oredict.plateQuadrupleMolybdenum.name
gregtech:gt.meta.plateQuadruple:430, oredict.plateQuadrupleTechnetium.name
gregtech:gt.meta.plateQuadruple:440, oredict.plateQuadrupleRuthenium.name
gregtech:gt.meta.plateQuadruple:450, oredict.plateQuadrupleRhodium.name
gregtech:gt.meta.plateQuadruple:460, oredict.plateQuadruplePalladium.name
gregtech:gt.meta.plateQuadruple:470, oredict.plateQuadrupleSilver.name
gregtech:gt.meta.plateQuadruple:480, oredict.plateQuadrupleCadmium.name
gregtech:gt.meta.plateQuadruple:490, oredict.plateQuadrupleIndium.name
gregtech:gt.meta.plateQuadruple:500, oredict.plateQuadrupleTin.name
gregtech:gt.meta.plateQuadruple:510, oredict.plateQuadrupleAntimony.name
gregtech:gt.meta.plateQuadruple:550, oredict.plateQuadrupleCaesium.name
gregtech:gt.meta.plateQuadruple:560, oredict.plateQuadrupleBarium.name
gregtech:gt.meta.plateQuadruple:570, oredict.plateQuadrupleLanthanum.name
gregtech:gt.meta.plateQuadruple:580, oredict.plateQuadrupleCerium.name
gregtech:gt.meta.plateQuadruple:600, oredict.plateQuadrupleNeodymium.name
gregtech:gt.meta.plateQuadruple:700, oredict.plateQuadrupleYtterbium.name
gregtech:gt.meta.plateQuadruple:720, oredict.plateQuadrupleHafnium.name
gregtech:gt.meta.plateQuadruple:730, oredict.plateQuadrupleTantalum.name
gregtech:gt.meta.plateQuadruple:740, oredict.plateQuadrupleTungsten.name
gregtech:gt.meta.plateQuadruple:750, oredict.plateQuadrupleRhenium.name
gregtech:gt.meta.plateQuadruple:760, oredict.plateQuadrupleOsmiumElemental.name
gregtech:gt.meta.plateQuadruple:770, oredict.plateQuadrupleIridium.name
gregtech:gt.meta.plateQuadruple:780, oredict.plateQuadruplePlatinum.name
gregtech:gt.meta.plateQuadruple:790, oredict.plateQuadrupleGold.name
gregtech:gt.meta.plateQuadruple:800, oredict.plateQuadrupleMercury.name
gregtech:gt.meta.plateQuadruple:820, oredict.plateQuadrupleLead.name
gregtech:gt.meta.plateQuadruple:830, oredict.plateQuadrupleBismuth.name
gregtech:gt.meta.plateQuadruple:850, oredict.plateQuadrupleAstatine.name
gregtech:gt.meta.plateQuadruple:880, oredict.plateQuadrupleRadium.name
gregtech:gt.meta.plateQuadruple:890, oredict.plateQuadrupleActinium.name
gregtech:gt.meta.plateQuadruple:900, oredict.plateQuadrupleThorium.name
gregtech:gt.meta.plateQuadruple:920, oredict.plateQuadrupleUranium.name
gregtech:gt.meta.plateQuadruple:921, oredict.plateQuadrupleUranium235.name
gregtech:gt.meta.plateQuadruple:922, oredict.plateQuadrupleUranium233.name
gregtech:gt.meta.plateQuadruple:930, oredict.plateQuadrupleNeptunium.name
gregtech:gt.meta.plateQuadruple:940, oredict.plateQuadruplePlutonium.name
gregtech:gt.meta.plateQuadruple:942, oredict.plateQuadruplePlutonium240.name
gregtech:gt.meta.plateQuadruple:943, oredict.plateQuadruplePlutonium241.name
gregtech:gt.meta.plateQuadruple:945, oredict.plateQuadruplePlutonium243.name
gregtech:gt.meta.plateQuadruple:946, oredict.plateQuadruplePlutonium238.name
gregtech:gt.meta.plateQuadruple:947, oredict.plateQuadruplePlutonium239.name
gregtech:gt.meta.plateQuadruple:950, oredict.plateQuadrupleAmericium.name
gregtech:gt.meta.plateQuadruple:951, oredict.plateQuadrupleAmericium241.name
gregtech:gt.meta.plateQuadruple:1170, oredict.plateQuadrupleFarnsium.name
gregtech:gt.meta.plateQuadruple:1260, oredict.plateQuadrupleTrinium.name
gregtech:gt.meta.plateQuadruple:1740, oredict.plateQuadrupleNaquadah.name
gregtech:gt.meta.plateQuadruple:1741, oredict.plateQuadrupleNaquadahEnriched.name
gregtech:gt.meta.plateQuadruple:1742, oredict.plateQuadrupleNaquadria.name
gregtech:gt.meta.plateQuadruple:2210, oredict.plateQuadrupleAtlarus.name
gregtech:gt.meta.plateQuadruple:8003, oredict.plateQuadrupleCarborundum.name
gregtech:gt.meta.plateQuadruple:8005, oredict.plateQuadrupleFerrite.name
gregtech:gt.meta.plateQuadruple:8216, oredict.plateQuadruplePaper.name
gregtech:gt.meta.plateQuadruple:8217, oredict.plateQuadrupleRubber.name
gregtech:gt.meta.plateQuadruple:8218, oredict.plateQuadruplePlastic.name
gregtech:gt.meta.plateQuadruple:8600, oredict.plateQuadrupleElectrum.name
gregtech:gt.meta.plateQuadruple:8601, oredict.plateQuadrupleSterlingSilver.name
gregtech:gt.meta.plateQuadruple:8602, oredict.plateQuadrupleRoseGold.name
gregtech:gt.meta.plateQuadruple:8603, oredict.plateQuadrupleAngmallen.name
gregtech:gt.meta.plateQuadruple:8604, oredict.plateQuadrupleGoldInductive.name
gregtech:gt.meta.plateQuadruple:8605, oredict.plateQuadrupleCdInAgAlloy.name
gregtech:gt.meta.plateQuadruple:8606, oredict.plateQuadrupleGildedIron.name
gregtech:gt.meta.plateQuadruple:8610, oredict.plateQuadrupleBronze.name
gregtech:gt.meta.plateQuadruple:8611, oredict.plateQuadrupleBlackBronze.name
gregtech:gt.meta.plateQuadruple:8612, oredict.plateQuadrupleBismuthBronze.name
gregtech:gt.meta.plateQuadruple:8613, oredict.plateQuadrupleHepatizon.name
gregtech:gt.meta.plateQuadruple:8620, oredict.plateQuadrupleBrass.name
gregtech:gt.meta.plateQuadruple:8621, oredict.plateQuadrupleCobaltBrass.name
gregtech:gt.meta.plateQuadruple:8622, oredict.plateQuadrupleAluminiumAlloy.name
gregtech:gt.meta.plateQuadruple:8630, oredict.plateQuadrupleSteel.name
gregtech:gt.meta.plateQuadruple:8631, oredict.plateQuadrupleBlackSteel.name
gregtech:gt.meta.plateQuadruple:8632, oredict.plateQuadrupleBlueSteel.name
gregtech:gt.meta.plateQuadruple:8633, oredict.plateQuadrupleRedSteel.name
gregtech:gt.meta.plateQuadruple:8634, oredict.plateQuadrupleDamascusSteel.name
gregtech:gt.meta.plateQuadruple:8635, oredict.plateQuadrupleTungstensteel.name
gregtech:gt.meta.plateQuadruple:8636, oredict.plateQuadrupleStainlessSteel.name
gregtech:gt.meta.plateQuadruple:8637, oredict.plateQuadrupleHSLASteel.name
gregtech:gt.meta.plateQuadruple:8638, oredict.plateQuadrupleTungstenCarbide.name
gregtech:gt.meta.plateQuadruple:8639, oredict.plateQuadrupleHSLASpringSteel.name
gregtech:gt.meta.plateQuadruple:8640, oredict.plateQuadrupleAnnealedCopper.name
gregtech:gt.meta.plateQuadruple:8642, oredict.plateQuadruplePigIron.name
gregtech:gt.meta.plateQuadruple:8643, oredict.plateQuadrupleWroughtIron.name
gregtech:gt.meta.plateQuadruple:8644, oredict.plateQuadrupleIronCompressed.name
gregtech:gt.meta.plateQuadruple:8645, oredict.plateQuadrupleIronMagnetic.name
gregtech:gt.meta.plateQuadruple:8646, oredict.plateQuadrupleSteelMagnetic.name
gregtech:gt.meta.plateQuadruple:8647, oredict.plateQuadrupleNeodymiumMagnetic.name
gregtech:gt.meta.plateQuadruple:8648, oredict.plateQuadrupleDarkIron.name
gregtech:gt.meta.plateQuadruple:8649, oredict.plateQuadrupleMeteoricIron.name
gregtech:gt.meta.plateQuadruple:8650, oredict.plateQuadrupleMeteoricSteel.name
gregtech:gt.meta.plateQuadruple:8651, oredict.plateQuadrupleSteelGalvanized.name
gregtech:gt.meta.plateQuadruple:8652, oredict.plateQuadrupleTungstenSintered.name
gregtech:gt.meta.plateQuadruple:8653, oredict.plateQuadrupleVanadiumSteel.name
gregtech:gt.meta.plateQuadruple:8654, oredict.plateQuadrupleTitaniumGold.name
gregtech:gt.meta.plateQuadruple:8660, oredict.plateQuadrupleRedAlloy.name
gregtech:gt.meta.plateQuadruple:8661, oredict.plateQuadrupleInvar.name
gregtech:gt.meta.plateQuadruple:8662, oredict.plateQuadrupleConstantan.name
gregtech:gt.meta.plateQuadruple:8663, oredict.plateQuadrupleNichrome.name
gregtech:gt.meta.plateQuadruple:8664, oredict.plateQuadrupleKanthal.name
gregtech:gt.meta.plateQuadruple:8665, oredict.plateQuadrupleMagnalium.name
gregtech:gt.meta.plateQuadruple:8666, oredict.plateQuadrupleUltimet.name
gregtech:gt.meta.plateQuadruple:8667, oredict.plateQuadrupleTinAlloy.name
gregtech:gt.meta.plateQuadruple:8668, oredict.plateQuadrupleBatteryAlloy.name
gregtech:gt.meta.plateQuadruple:8669, oredict.plateQuadrupleSolderingAlloy.name
gregtech:gt.meta.plateQuadruple:8672, oredict.plateQuadrupleIronWood.name
gregtech:gt.meta.plateQuadruple:8673, oredict.plateQuadrupleSteeleaf.name
gregtech:gt.meta.plateQuadruple:8676, oredict.plateQuadrupleAstralSilver.name
gregtech:gt.meta.plateQuadruple:8677, oredict.plateQuadrupleMidasium.name
gregtech:gt.meta.plateQuadruple:8678, oredict.plateQuadrupleMithril.name
gregtech:gt.meta.plateQuadruple:8679, oredict.plateQuadrupleThaumium.name
gregtech:gt.meta.plateQuadruple:8681, oredict.plateQuadrupleVoidMetal.name
gregtech:gt.meta.plateQuadruple:8682, oredict.plateQuadrupleOsmiridium.name
gregtech:gt.meta.plateQuadruple:8683, oredict.plateQuadrupleSunnarium.name
gregtech:gt.meta.plateQuadruple:8684, oredict.plateQuadrupleTrinaquadalloy.name
gregtech:gt.meta.plateQuadruple:8685, oredict.plateQuadrupleChromiumDioxide.name
gregtech:gt.meta.plateQuadruple:8686, oredict.plateQuadrupleVanadiumGallium.name
gregtech:gt.meta.plateQuadruple:8687, oredict.plateQuadrupleYttriumBariumCuprate.name
